nodeid,pca_component
473,0.1128661430458861
6978,-1.2278844584945148
8280,-1.289106755509182
8339,-0.6076893121355729
14848,-0.040522552671645895
15548,-0.6733709811149675
17047,-0.49498168123965886
21280,0.7603960317224728
21729,-1.1970584550037378
26609,1.629990035580375
29173,1.1920439491751413
46693,-1.6101509899506967
46879,-0.8733615356458438
50435,0.01675770193192554
51470,0.9270395855600809
53265,-0.2900262498517439
54149,0.09504279023400157
56566,-1.3953014113181674
62413,0.5364519902646013
65108,-1.8701697116113114
76512,0.14328259833167525
77806,-1.6760755650419519
78812,1.6651912297983726
80354,-0.6129625212994797
81342,-1.7196428890022546
84117,0.3236351508070079
86241,-0.430391139583887
90571,0.5852188514758916
91216,-0.7668062430598597
91872,-0.8897969658661649
92787,-1.0582234568666486
93133,-0.4915222448858136
93493,1.6067915252967664
94806,1.7514584045180055
95187,1.6836860562535316
100887,-1.4234867948431051
101251,-0.0806458943184617
106357,0.19067721394728354
106697,1.2592220441849458
107107,-0.309522464219966
113963,1.377999373311276
114334,0.4871784220190445
114492,-0.832844009470724
114626,0.6508646062867074
114848,0.9325130476758694
117443,-1.3378674582164605
119295,-1.1571264173473812
124259,0.26303043810052074
126762,0.2178570393792133
140079,0.9430428104126078
141061,1.3053836070139104
141938,-0.03761322504352764
146354,-1.795600274947112
150148,0.01429140272033696
152445,-1.479977399956485
153573,-1.5120147545537612
154380,-1.1525703938021643
158128,0.376652642431775
158308,0.13134929333953907
158371,0.9048515606366209
160503,-0.030012792055128256
162272,-0.11691320291607449
164809,-0.6680667003306384
166171,0.15744463842994763
173847,1.1770465258886946
177235,-1.6187418245742082
178597,-0.33346765690692953
188567,-1.586350310829326
190029,1.4117500270049812
192880,1.395598979923217
196989,-0.3434393437999352
198633,-1.328342864331293
203722,1.4044095307631077
204223,1.678771815365507
207263,0.016443115053268103
215648,1.0740830965543595
239614,1.1730983833135264
243752,-1.4939231507919855
246226,1.2347231447362785
248766,-0.22677713670375169
253973,-0.809409114293024
254465,-0.2638676489390243
254684,-1.0742464832419263
255807,-1.2973121090420012
257261,1.1421888628759393
258109,-1.117705615857827
263171,-1.58992867125071
266192,-1.399418040710864
270239,0.1910768085504537
277626,0.1770092473754693
278734,-0.3943863265083281
281746,1.0396492197108427
281753,0.6941126335252328
285614,-1.9597986638347997
299735,-0.38858329685960213
301636,-0.8900079341862948
302464,-0.06269658504037275
305192,1.4499028258600435
305666,1.2226287136936478
310081,-0.6641019833287116
310655,-0.5192721983355172
313229,-0.13818592822416986
331734,0.019204465896756517
338373,-0.48422132281072844
340196,1.1247452671691256
340766,0.017630566911500948
342709,-0.010993037984883684
351255,1.4220392037453229
356847,-0.09455336528612719
357231,-0.24665601811229718
362122,1.5947980009040335
377025,0.16636405029881274
377330,-0.5333620499510197
377344,-0.15344929255870618
380105,-0.14491599884480366
387320,1.6900256325190122
387942,0.9103854886029201
389080,0.16612817756013376
393048,-0.6441400796128519
393900,-0.02693270075447245
399929,0.062212372194679975
400587,1.5790829002471918
403615,1.4406590592609694
410689,0.573019952933907
413278,-0.35668471218317793
413972,-1.471997712657323
418739,1.0355578104101968
419460,0.16940475569298163
422090,0.039055773451410696
426193,-1.7510900966740723
428728,-0.09512884411957076
429620,1.8486644598272348
430231,-0.06129318051161484
444605,-1.4453107409547812
448099,-1.779874736901748
451660,1.122375705757977
452967,-1.2018930169894217
453470,1.5789897283231946
480051,-1.6286161548117815
482186,-1.6499360146594026
489399,-0.4654562112134175
494890,-0.3245794156580368
503175,-0.15818045927498095
505180,1.6670841682254403
511874,-0.6749282341555785
518910,-1.1789602585913557
520690,1.5851227660460894
521147,0.07980211566148107
522494,-1.4294724546320619
526954,0.01206566566879651
530659,-0.2732274849903863
543336,1.1786990538622781
551205,0.5657114106072917
554531,-1.3189886339204746
565896,0.2552573846040269
566870,-1.7650150980160964
571738,-1.5372486163183137
573131,-1.5538272951829035
573967,-1.0629650729169753
574578,1.0993326654246667
577043,0.13339019181597944
578444,-1.4853718162186729
580912,-0.05166603357698096
583780,-0.463962440337058
586844,1.1310962196374201
587437,-1.7612535218645395
588398,0.2155100750649734
591342,-1.3128464641934063
591349,-0.4442438434934374
591570,-0.4634644485663409
594034,1.4735703844008656
607299,1.3616476503465258
608682,0.3301256074048955
611626,0.09025954800873923
614035,-1.5153022176518276
621449,1.1097946422684588
621617,-1.8473891871130668
631734,-0.11079380032105085
635136,0.7824780040867083
639425,-1.005343331108379
641233,0.02289382043349975
642645,0.2058451629338868
646929,0.13167044449640627
650475,0.4070945454152386
652401,-0.04576265597728608
657662,1.8010971657227501
665950,0.007917751585378293
667192,-1.6413862517469784
667472,0.4000409886459824
671452,-0.2747205612339961
672032,0.5762131898097705
674412,-0.06948549412478294
675896,-1.3261108583273435
677078,-0.9060397474987104
689373,0.2646645591002207
695649,1.15049007053081
697288,-1.5532229235804431
701704,0.8816634051654757
705067,1.244982950077728
706029,-1.7368970240341752
711353,0.3888414859364396
712191,0.27567361214620056
715228,-0.42861831855986227
716630,0.16592621771979776
718088,0.2589071021130371
719440,0.4627281049108944
721156,0.12099360802398657
722530,-0.7846779967432007
729200,0.9502442754308889
733398,-0.8279684652477297
736349,1.4992143862628058
741859,-1.229048267045638
742300,-0.5828540213482756
744763,-1.7153090152268224
746316,-0.14916618917506783
747924,-0.3231630352188786
748633,-0.11472927561421448
758510,0.21115568470766324
762958,0.6908724587007489
777279,-1.503668102158416
777769,1.4976078514151556
777941,1.4715784606274915
779496,0.984310194444701
783614,0.059101834722152455
786502,0.7923739005064022
787767,-0.4050180505027235
792793,-0.7397611015462652
794410,1.1456624834731504
796580,-1.0497048219541
798787,1.6003084551720637
804966,-1.4716824218047522
816708,-0.630093732989397
817123,0.9652459564614346
821442,0.23011902368903242
824884,1.2351067593307534
825831,-0.11499383221889929
830679,0.15952644620401107
834573,0.11841645820813233
844654,-1.4585974958705112
845079,-0.5054671663383187
851420,-0.3524723047877936
853234,-0.3169825785424455
853891,-1.2609905698890667
863055,1.5591914857519409
871004,0.020873059940766246
871232,1.4183395464336341
899219,1.4235739688910256
899318,-1.1779135302966257
905022,-0.407545569935565
908285,-1.5004131871206998
909005,-0.1143663862057277
909695,1.607617338211117
910155,1.016370656754643
912124,-1.7066553505245994
923908,-0.14020510559435997
928530,0.04266200883338399
928681,0.2912593583309773
930674,0.8433369044810214
933153,1.7141005360808428
934454,0.4771687846941644
936222,0.1410264637065685
942261,-0.5202119819283922
945890,0.5794110656985941
947901,-1.8046034881581519
948386,-0.2595097608375492
955126,-1.7509517242280712
958675,0.49133486385985425
963658,-0.51677220982254
965190,1.0613006569510839
968066,-1.6375989712928338
970393,1.0814498106146115
970882,0.0399970030954177
972135,-1.321895639707381
972375,0.42831412635150534
973051,0.9651423862572063
973627,0.9500843475899166
974666,-0.16281165063762723
975182,-0.5746371224090819
976587,-0.10098442426952485
978983,0.1032269401480807
979197,1.0955556531875563
981283,-1.426567881699161
983281,1.4075569146218334
990862,0.47913704668453627
995673,-0.4592327877021582
996675,-0.09628020408885402
997879,0.2773046113565109
999706,1.159916223461899
1001818,-0.008907495721108603
1005970,-1.7044546630115625
1007236,0.5407807061231926
1008547,-0.0113004125517012
1008729,-0.18324896384245176
1009021,-0.05797795302857957
1009484,0.04193440327963177
1010099,0.4899294732926294
1013643,-0.6974789900798147
1014865,0.6829473256573633
1014902,-1.2106775036170623
1015297,-1.0194010924879828
1017708,-1.172288165119885
1017845,1.6395124173910847
1023118,-1.2904815228972746
1024416,-0.9987394325531965
1024555,-0.3085266127914476
1026076,-1.7484913220579328
1027055,-0.08257361764354648
1032836,-0.43418617207879234
1035996,-1.7447865338267325
1039623,1.8250560098292974
1041722,1.746023827113913
1042371,1.549588469214884
1045502,-1.6383112084667621
1045949,-1.4697717441451812
1051525,-1.4119900895264073
1053367,0.9320574380362643
1056005,0.26669762652217166
1057697,0.1499843338027823
1058815,0.27895877351203135
1059215,0.3380650978077034
1060339,-0.2179855237216931
1060602,-1.888294256328462
1066427,0.12911601783057627
1069608,1.0509778515767354
1073656,0.2837978459093186
1075424,-0.5788604941153128
1078443,0.2443353824270459
1079269,1.0741971959428434
1080155,0.7149964953485177
1081069,-1.8158339904351775
1082208,1.5718140204397355
1083511,-0.860171068125653
1086569,-0.20336540012301732
1090294,0.006220407721953232
1090534,-0.10412191194803781
1090636,-1.5949132240226702
1090658,1.5379950411853853
1090769,0.5595949889599403
1093438,-1.4669932357463815
1097970,0.28713544391916107
1098228,-0.6743564527946602
1099962,-0.029279341667914075
1100201,0.043336316186189466
1101809,1.325855249986019
1106326,-0.6315040192666014
1112607,1.3623900583647124
1114560,-1.2389596597946018
1118102,-1.8356421305060844
1119434,0.14438284605249913
1121460,-0.26251025950677553
1123022,1.870199869312348
1124511,0.29070913904146384
1125214,-0.10249521932568581
1126262,-0.9639528719296
1126634,0.30638526154694296
1129081,1.308341848682347
1129289,-1.14259754841249
1132377,1.5111525561343806
1132495,1.393517432146637
1133072,1.285489503497412
1133722,-0.38068971286018644
1135576,-0.15122244436201626
1136756,1.5312904170494488
1136930,-0.5097237699429698
1137199,1.7071025310749275
1137417,0.20404626792423458
1137789,1.5003697727458467
1137978,-0.32926599642896714
1138981,1.378804138620376
1140187,1.074375847887613
1141100,1.025438204163097
1141177,-1.1045883007871293
1141927,1.8352352839964206
1146221,-0.4938239327903701
1146668,0.04382328684784184
1147280,-0.6748961876015904
1147333,1.6098474961957725
1149016,0.328260473161938
1149790,0.4525252018696452
1152903,1.1784454776499376
1153602,-1.4906729708053243
1153852,-1.4245742346414285
1155407,1.1717224692077792
1156195,1.3611648584674338
1158504,-1.4463906551063552
1161495,0.7847189677212442
1164562,0.9501820449380344
1166764,1.192016280716581
1169590,0.8887006471657107
1170058,-0.9716342897176198
1172804,1.477879450793715
1173002,1.7192621761711961
1175148,0.04355425389064823
1177038,1.4725516338031315
1177403,-1.2615145049834635
1179862,0.2581763111995684
1180141,0.6614141645537711
1181907,-1.1511185245983617
1183682,0.002813274299936887
1185928,1.4595003903974124
1186855,-0.016208537609744802
1187339,-0.23230213393059115
1187727,-0.014775458723885885
1189965,-0.015708905337083346
1189989,-0.16599023912707675
1190023,1.3782624186412467
1190500,-0.11109660239857078
1190564,0.00270625295673327
1191595,1.8600959551308467
1192522,0.04225264079322472
1192625,-0.029406934932602092
1192630,0.3509510259880546
1193208,-1.9676178536842812
1193349,0.21168431489158254
1194631,1.6445451007110763
1195539,-0.07395618087312543
1195573,-1.363369171642712
1196538,0.40564316317980553
1196547,1.0907672815273197
1196938,1.0613651569911613
1198173,-0.23934810564900053
1198651,1.3571013400691874
1200773,-1.5986607628191243
1201133,1.4938228174677675
1203826,0.4379249744961639
1204545,-1.7599270672198737
1204814,0.03723433596299402
1206137,0.3213599105498593
1206893,1.1243523618675848
1208408,-0.45055420081263875
1208415,-0.6286439269769146
1208471,-1.4279490225195397
1209510,-0.35821264905678113
1209562,1.365595736281352
1209846,-0.06354255749590207
1210621,-1.350070990015222
1210933,-0.1434498423780495
1211120,-1.240534306497078
1211300,0.1350511500502909
1211908,-0.4356280896303587
1212815,-0.7922569579150637
1213020,0.11309671325046992
1213140,-0.30942472003382226
1213277,-0.8768887564228254
1214536,-1.534245198845258
1214780,1.4679996342012867
1216361,1.5345763895165392
1216416,1.2180201922737532
1217909,-0.2504210316947201
1218457,0.3016412433585809
1219183,0.02380521704013158
1219993,-0.3944722921547086
1220350,-0.17203883563212347
1220445,-1.3315264915963856
1221444,-0.2284672942716171
1223152,0.06524180750080666
1223901,-0.35448149908311327
1224003,1.2305460014141858
1224410,-0.32326416298259875
1224593,0.9324589460469388
1225310,1.155976937263512
1225587,-1.5681578628096
1226405,0.21889603002086913
1226483,1.4366705896888452
1226941,0.15053642779205667
1227398,-1.8217001692586068
1227597,1.3213307432203123
1227736,-1.6613380902663013
1227796,0.2482505538677344
1227848,0.20465667703418572
1228169,1.4805801539798937
1228851,0.3626246573226917
1228981,-1.78496004642103
1230326,1.2130007646310221
1230332,-1.9162732430409715
1230484,-0.6850788398611514
1230525,-1.141740787069283
1230572,-0.17106551528528727
1230598,-1.612243972852102
1231148,0.6384056860983214
1231390,-0.022771119332545765
1231429,1.325986051124489
1231657,-0.0030105975233742244
1231667,-1.6174181016218518
1232343,-0.08481384498112755
1232506,-0.6662998780090628
1232740,0.07209874873018562
1232857,0.14710483500280452
1234201,-0.045757357023523515
1234202,1.2267854099365398
1234244,0.24501237327317454
1234504,1.5449509635545227
1234586,1.2019202650594758
1234646,1.4689251942672625
1234673,1.044055998992199
1234774,1.4890909790835087
1234798,1.5276064179557476
1234801,0.33142358690478907
1234802,-0.01868112405880288
1235033,-0.5692038517423245
1235365,-0.3737359224180994
1235695,-1.1607983255619685
1235756,-0.47195575589570665
1235950,-1.5478839663449993
1236053,-0.047354548425317305
1236261,-1.6316537642618194
1236908,1.0795020947893585
1237608,-0.07975308016804414
1237816,1.7055956256963822
1238295,-0.3545141585095659
1240016,-0.21481766701918845
